@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
1026,'2019/09/19 21:52:57:361',6,-9603730,-9669265,-9669265,-9077130,-8945029,-9010822,-9142920,-9340041,-9471370,-9865873,-8945027,-9011334,-9208969,-9537934,-9274505,-8682367,-9076868,-9405573,-9010561,-9076098,-7300455,-7761779,-8419965,-8946822,-8814720,-9012100,-13420745,-13354434,-8616573,-8156280,-3221546,-5195595,-6907497,-8092025,-7763056,-8882045,-9341569,-8090994,-7169641,-7367024,-1,-1248785,-5130830,-7171435,-6448471,-5262375,-6444075,-6508579,-6509359,-7103577,-1,-591367,-4341313,-6842727,-7039849,-8092276,-8682870,-5920084,-5722690,-6246949,-854280,-3945782,-6250077,-7763574,-7434607,-6579044,-11844022,-10920348,-6906724,-6250335,-5063746,-6578016,-7697526,-8684932,-8487298,-7829114,-7565685,-7696499,-6841451,-6842223,-7367530,-7828342,-8355457,-9408144,-7502210,-8554126,-9407378,-7762298,-7697017,-6715256,-8420738,-8618376,-7828090,-7302777,-6777207,-7828607,-8551558,-7696507,-7828096,-5667435,0
1027,'2019/09/19 21:52:57:395',6,-9603729,-9669266,-9669265,-9142665,-8945029,-9010822,-9142920,-9340041,-9471371,-9865875,-8945026,-9011333,-9208970,-9537934,-9274503,-8682367,-9076866,-9405574,-9076353,-9141892,-7300454,-7761779,-8419964,-9012358,-8749185,-8617852,-12960703,-13223103,-8616573,-8221817,-3221545,-5195594,-6907496,-8092024,-7828593,-6382660,-6577724,-7168320,-7299409,-7432813,-1,-1249041,-5130830,-7171434,-7105128,-6118229,-8682860,-9473406,-5984300,-6903856,-1,-591368,-4276033,-6842727,-7039849,-8289660,-8683128,-5985622,-5854550,-5789249,-854280,-3945783,-6250077,-7763827,-7434607,-6579044,-11843767,-10985884,-6906468,-6315362,-5063747,-6512478,-7631988,-8684934,-8552835,-7763833,-7631221,-7696244,-6906986,-6842222,-7433067,-7828342,-8355458,-9408145,-7502210,-8619407,-9472912,-7762554,-7762299,-6781048,-8486019,-8618375,-7762555,-7302778,-6777207,-7828607,-8551557,-7696506,-7828350,-5798765,0
1028,'2019/09/19 21:52:57:427',6,-9603729,-9669266,-9669265,-9142665,-8945029,-9010822,-9142920,-9340041,-9471371,-9865875,-8945026,-9011333,-9208970,-9537934,-9274503,-8682367,-9076866,-9405574,-9076353,-9141892,-7300454,-7761779,-8419964,-9012358,-8749185,-8617852,-12960703,-13223103,-8616573,-8221817,-3221545,-5195594,-6907496,-8092024,-7828593,-6382660,-6577724,-7168320,-7299409,-7432813,-1,-1249041,-5130830,-7171434,-7105128,-6118229,-8682860,-9473406,-5984300,-6903856,-1,-591368,-4276033,-6842727,-7039849,-8289660,-8683128,-5985622,-5854550,-5789249,-854280,-3945783,-6250077,-7763827,-7434607,-6579044,-11843767,-10985884,-6906468,-6315362,-5063747,-6512478,-7631988,-8684934,-8552835,-7763833,-7631221,-7696244,-6906986,-6842222,-7433067,-7828342,-8355458,-9408145,-7502210,-8619407,-9472912,-7762554,-7762299,-6781048,-8486019,-8618375,-7762555,-7302778,-6777207,-7828607,-8551557,-7696506,-7828350,-5798765,0
1029,'2019/09/19 21:52:57:460',6,-9603729,-9669266,-9669265,-9142665,-8945029,-9010822,-9142920,-9340041,-9471371,-9865875,-8945026,-9011333,-9208970,-9537934,-9274503,-8682367,-9076866,-9405574,-9076353,-9141892,-7300454,-7761779,-8419964,-9012358,-8749185,-8617852,-12960703,-13223103,-8616573,-8221817,-3221545,-5195594,-6907496,-8092024,-7828593,-6382660,-6577724,-7168320,-7299409,-7432813,-1,-1249041,-5130830,-7171434,-7105128,-6118229,-8682860,-9473406,-5984300,-6903856,-1,-591368,-4276033,-6842727,-7039849,-8289660,-8683128,-5985622,-5854550,-5789249,-854280,-3945783,-6250077,-7763827,-7434607,-6579044,-11843767,-10985884,-6906468,-6315362,-5063747,-6512478,-7631988,-8684934,-8552835,-7763833,-7631221,-7696244,-6906986,-6842222,-7433067,-7828342,-8355458,-9408145,-7502210,-8619407,-9472912,-7762554,-7762299,-6781048,-8486019,-8618375,-7762555,-7302778,-6777207,-7828607,-8551557,-7696506,-7828350,-5798765,0
1030,'2019/09/19 21:52:57:494',6,-9669011,-9603730,-9603729,-9142664,-8879238,-9010822,-9142663,-9339786,-9471628,-9866130,-8879491,-9011335,-9208970,-9472398,-9208966,-8747646,-9076610,-9339780,-9010817,-9076612,-7300455,-7892850,-8419964,-9012358,-8748928,-8026481,-8224358,-9867905,-8354164,-8221818,-3221546,-5195594,-6973033,-8091769,-7959666,-10065558,-7368792,-6839875,-6574898,-7627855,-1,-1249041,-5130829,-7171178,-7235943,-6512482,-9999506,-10854556,-6643804,-5853230,-1,-591368,-4275777,-6842726,-7105127,-8289404,-8683127,-5985366,-5920086,-5790038,-854280,-3946037,-6250078,-7763828,-7434607,-6513763,-11909303,-10920347,-6906468,-6315364,-5063745,-6512479,-7697523,-8684932,-8552835,-7763832,-7565685,-7696498,-6906986,-6973552,-7367530,-7828342,-8355458,-9473681,-7502209,-8554125,-9472657,-7762554,-7762299,-6977658,-8486018,-8618376,-7828090,-7368312,-6777206,-7828607,-8551558,-7696506,-7828351,-5864558,0
1031,'2019/09/19 21:52:57:528',6,-9669011,-9603730,-9603729,-9142664,-8879238,-9010822,-9142663,-9339786,-9471628,-9866130,-8879491,-9011335,-9208970,-9472398,-9208966,-8747646,-9076610,-9339780,-9010817,-9076612,-7300455,-7892850,-8419964,-9012358,-8748928,-8026481,-8224358,-9867905,-8354164,-8221818,-3221546,-5195594,-6973033,-8091769,-7959666,-10065558,-7368792,-6839875,-6574898,-7627855,-1,-1249041,-5130829,-7171178,-7235943,-6512482,-9999506,-10854556,-6643804,-5853230,-1,-591368,-4275777,-6842726,-7105127,-8289404,-8683127,-5985366,-5920086,-5790038,-854280,-3946037,-6250078,-7763828,-7434607,-6513763,-11909303,-10920347,-6906468,-6315364,-5063745,-6512479,-7697523,-8684932,-8552835,-7763832,-7565685,-7696498,-6906986,-6973552,-7367530,-7828342,-8355458,-9473681,-7502209,-8554125,-9472657,-7762554,-7762299,-6977658,-8486018,-8618376,-7828090,-7368312,-6777206,-7828607,-8551558,-7696506,-7828351,-5864558,0
1032,'2019/09/19 21:52:57:561',6,-9734549,-9734548,-9800082,-9207946,-9010310,-9076102,-9273480,-9536140,-9602445,-9997204,-8945029,-9076872,-9274251,-9603471,-9274504,-8813183,-9010817,-9207937,-9075841,-9141895,-7365993,-7892596,-8485247,-9077640,-8879745,-9142660,-9935756,-7170116,-7958363,-8483952,-3287082,-5260877,-7038314,-8157050,-8090484,-10459806,-10064269,-7037787,-6773843,-7034423,-1,-1314322,-5261647,-7301996,-7301225,-6708834,-10130325,-10854556,-7102817,-5855316,-1,-591368,-4406595,-6973544,-7170666,-8420477,-8813945,-6116439,-6050648,-6379871,-919817,-4076855,-6380895,-7829109,-7565681,-6709862,-11974841,-10985629,-6972005,-6511717,-5129284,-6643297,-7828598,-8750471,-8618116,-7894652,-7696760,-7827316,-6972267,-7169906,-7498349,-7893624,-8420740,-9604499,-7567746,-8619408,-9538194,-7827835,-7827837,-7436928,-8551301,-8749194,-7893372,-7433594,-6842744,-7959680,-8682376,-7827579,-7959169,-6061429,0
1033,'2019/09/19 21:52:57:596',6,-9734549,-9734548,-9800082,-9207946,-9010310,-9076102,-9273480,-9536140,-9602445,-9997204,-8945029,-9076872,-9274251,-9603471,-9274504,-8813183,-9010817,-9207937,-9075841,-9141895,-7365993,-7892596,-8485247,-9077640,-8879745,-9142660,-9935756,-7170116,-7958363,-8483952,-3287082,-5260877,-7038314,-8157050,-8090484,-10459806,-10064269,-7037787,-6773843,-7034423,-1,-1314322,-5261647,-7301996,-7301225,-6708834,-10130325,-10854556,-7102817,-5855316,-1,-591368,-4406595,-6973544,-7170666,-8420477,-8813945,-6116439,-6050648,-6379871,-919817,-4076855,-6380895,-7829109,-7565681,-6709862,-11974841,-10985629,-6972005,-6511717,-5129284,-6643297,-7828598,-8750471,-8618116,-7894652,-7696760,-7827316,-6972267,-7169906,-7498349,-7893624,-8420740,-9604499,-7567746,-8619408,-9538194,-7827835,-7827837,-7436928,-8551301,-8749194,-7893372,-7433594,-6842744,-7959680,-8682376,-7827579,-7959169,-6061429,0
1034,'2019/09/19 21:52:57:630',6,-9734549,-9734548,-9800082,-9207946,-9010310,-9076102,-9273480,-9536140,-9602445,-9997204,-8945029,-9076872,-9274251,-9603471,-9274504,-8813183,-9010817,-9207937,-9075841,-9141895,-7365993,-7892596,-8485247,-9077640,-8879745,-9142660,-9935756,-7170116,-7958363,-8483952,-3287082,-5260877,-7038314,-8157050,-8090484,-10459806,-10064269,-7037787,-6773843,-7034423,-1,-1314322,-5261647,-7301996,-7301225,-6708834,-10130325,-10854556,-7102817,-5855316,-1,-591368,-4406595,-6973544,-7170666,-8420477,-8813945,-6116439,-6050648,-6379871,-919817,-4076855,-6380895,-7829109,-7565681,-6709862,-11974841,-10985629,-6972005,-6511717,-5129284,-6643297,-7828598,-8750471,-8618116,-7894652,-7696760,-7827316,-6972267,-7169906,-7498349,-7893624,-8420740,-9604499,-7567746,-8619408,-9538194,-7827835,-7827837,-7436928,-8551301,-8749194,-7893372,-7433594,-6842744,-7959680,-8682376,-7827579,-7959169,-6061429,0
1035,'2019/09/19 21:52:57:674',6,-9669011,-9669012,-9669267,-9142412,-8879494,-9010567,-9207945,-9339531,-9471373,-9866134,-8879494,-9076616,-9143437,-9472400,-9274250,-8682112,-9076355,-8486261,-8813181,-9076616,-7300458,-7827062,-8419713,-9012104,-8748673,-9011844,-13223623,-8619371,-7432523,-8483424,-3221548,-5195342,-6972779,-8091771,-8024949,-10394270,-10261650,-8090227,-6972003,-6445646,-1,-1314323,-5130576,-7171181,-7170153,-6577763,-9999253,-10854558,-6971490,-6315105,-1,-591368,-4275779,-6842730,-7039595,-8354942,-8682873,-5985367,-5985368,-6249057,-854281,-3945785,-6249825,-7763575,-7434610,-6579047,-11909306,-10920094,-6840934,-6380646,-5063494,-6578017,-7697272,-8750471,-8552582,-7763580,-7565689,-7761781,-6906733,-7039092,-7432813,-7828345,-8420741,-9473428,-7567493,-8553873,-9472659,-7762302,-7762302,-7699845,-8420485,-8683659,-7827838,-7368059,-6777209,-7828610,-8486023,-7696509,-7893635,-6061689,0
1036,'2019/09/19 21:52:57:708',6,-9669011,-9669012,-9669267,-9142412,-8879494,-9010567,-9207945,-9339531,-9471373,-9866134,-8879494,-9076616,-9143437,-9472400,-9274250,-8682112,-9076355,-8486261,-8813181,-9076616,-7300458,-7827062,-8419713,-9012104,-8748673,-9011844,-13223623,-8619371,-7432523,-8483424,-3221548,-5195342,-6972779,-8091771,-8024949,-10394270,-10261650,-8090227,-6972003,-6445646,-1,-1314323,-5130576,-7171181,-7170153,-6577763,-9999253,-10854558,-6971490,-6315105,-1,-591368,-4275779,-6842730,-7039595,-8354942,-8682873,-5985367,-5985368,-6249057,-854281,-3945785,-6249825,-7763575,-7434610,-6579047,-11909306,-10920094,-6840934,-6380646,-5063494,-6578017,-7697272,-8750471,-8552582,-7763580,-7565689,-7761781,-6906733,-7039092,-7432813,-7828345,-8420741,-9473428,-7567493,-8553873,-9472659,-7762302,-7762302,-7699845,-8420485,-8683659,-7827838,-7368059,-6777209,-7828610,-8486023,-7696509,-7893635,-6061689,0
1037,'2019/09/19 21:52:57:741',6,-9603477,-9603476,-9669012,-9142411,-8879240,-9010569,-9207692,-9339531,-9471373,-9866133,-8879493,-9011336,-9208973,-9472400,-9274250,-8682113,-9076355,-8486261,-8813180,-9076616,-7234922,-7827316,-8354176,-9012105,-8814211,-9011845,-13289415,-8882288,-7432523,-8483424,-3221548,-5195341,-6972779,-8091516,-8024950,-10394271,-10327187,-8090484,-6972003,-6445388,-1,-1248786,-5130576,-7170925,-7235945,-6577764,-9999508,-10789021,-6971490,-6249569,-1,-591368,-4341316,-6842474,-7105130,-8354942,-8748410,-5985367,-5985368,-6314593,-854025,-3945785,-6249825,-7763575,-7500146,-6579048,-11909306,-10920094,-6906215,-6380647,-5063748,-6578017,-7697528,-8750216,-8552583,-7829117,-7631225,-7696246,-6841197,-7104372,-7432814,-7828344,-8420741,-9473429,-7567493,-8488337,-9472660,-7762301,-7762301,-7699844,-8420485,-8683659,-7827839,-7368315,-6777210,-7893890,-8616841,-7761790,-7893635,-6127227,0
1038,'2019/09/19 21:52:57:774',6,-9603477,-9603476,-9669012,-9142411,-8879240,-9010569,-9207692,-9339531,-9471373,-9866133,-8879493,-9011336,-9208973,-9472400,-9274250,-8682113,-9076355,-8486261,-8813180,-9076616,-7234922,-7827316,-8354176,-9012105,-8814211,-9011845,-13289415,-8882288,-7432523,-8483424,-3221548,-5195341,-6972779,-8091516,-8024950,-10394271,-10327187,-8090484,-6972003,-6445388,-1,-1248786,-5130576,-7170925,-7235945,-6577764,-9999508,-10789021,-6971490,-6249569,-1,-591368,-4341316,-6842474,-7105130,-8354942,-8748410,-5985367,-5985368,-6314593,-854025,-3945785,-6249825,-7763575,-7500146,-6579048,-11909306,-10920094,-6906215,-6380647,-5063748,-6578017,-7697528,-8750216,-8552583,-7829117,-7631225,-7696246,-6841197,-7104372,-7432814,-7828344,-8420741,-9473429,-7567493,-8488337,-9472660,-7762301,-7762301,-7699844,-8420485,-8683659,-7827839,-7368315,-6777210,-7893890,-8616841,-7761790,-7893635,-6127227,0
1039,'2019/09/19 21:52:57:807',6,-9669013,-9669013,-9603732,-9142412,-8944775,-9010568,-9142666,-9339788,-9471374,-9866134,-8879495,-9011081,-9208972,-9472399,-9274249,-8682114,-8813952,-9010815,-9010563,-9076360,-7300203,-7827317,-8419712,-9012106,-8814210,-9011845,-10198930,-6973254,-7827034,-8418419,-3221548,-5195597,-6972779,-8091516,-8024949,-10394271,-10129808,-7037790,-6511441,-7100215,-1,-1314323,-5196112,-7171182,-7170154,-6577763,-10065046,-10854558,-6971747,-5723468,-1,-591368,-4341317,-6908266,-7105130,-8289407,-8748410,-5985367,-5985369,-6052192,-854026,-3945785,-6249825,-7763576,-7434611,-6579048,-11909306,-10920095,-6840935,-6380646,-5063749,-6578017,-7762809,-8750217,-8552582,-7829118,-7631225,-7696247,-6906734,-7038835,-7432815,-7828345,-8355205,-9408148,-7501956,-8553874,-9472659,-7762301,-7762302,-7108735,-8486022,-8618123,-7827838,-7302524,-6842490,-7828610,-8616841,-7696509,-7828100,-5995894,0
1040,'2019/09/19 21:52:57:841',6,-9669013,-9669013,-9603732,-9142412,-8944775,-9010568,-9142666,-9339788,-9471374,-9866134,-8879495,-9011081,-9208972,-9472399,-9274249,-8682114,-8813952,-9010815,-9010563,-9076360,-7300203,-7827317,-8419712,-9012106,-8814210,-9011845,-10198930,-6973254,-7827034,-8418419,-3221548,-5195597,-6972779,-8091516,-8024949,-10394271,-10129808,-7037790,-6511441,-7100215,-1,-1314323,-5196112,-7171182,-7170154,-6577763,-10065046,-10854558,-6971747,-5723468,-1,-591368,-4341317,-6908266,-7105130,-8289407,-8748410,-5985367,-5985369,-6052192,-854026,-3945785,-6249825,-7763576,-7434611,-6579048,-11909306,-10920095,-6840935,-6380646,-5063749,-6578017,-7762809,-8750217,-8552582,-7829118,-7631225,-7696247,-6906734,-7038835,-7432815,-7828345,-8355205,-9408148,-7501956,-8553874,-9472659,-7762301,-7762302,-7108735,-8486022,-8618123,-7827838,-7302524,-6842490,-7828610,-8616841,-7696509,-7828100,-5995894,0
1041,'2019/09/19 21:52:57:875',6,-9603478,-9669013,-9669012,-9142412,-8944776,-9010824,-9142667,-9339789,-9471375,-9866133,-8879494,-9011081,-9208972,-9472400,-9274506,-8682114,-9011077,-9339785,-9010567,-9076360,-7234922,-7761782,-8419713,-9012105,-8814211,-7829361,-7499862,-9604992,-8419449,-8221566,-3156012,-5195342,-6973035,-8091516,-8025207,-9999769,-7697249,-6707782,-6705458,-7629156,-1,-1248787,-5130577,-7236462,-7170412,-6577765,-9999510,-10789279,-6314834,-6443049,-1,-591368,-4275781,-6842474,-7039596,-8354943,-8683130,-5985625,-5985625,-5526343,-854025,-3945529,-6249824,-7763576,-7500148,-6579047,-11909306,-10920351,-6906727,-6117986,-4998213,-6578018,-7697528,-8684936,-8552837,-7763836,-7631226,-7761782,-6906735,-5989229,-7432814,-7893625,-8355207,-9473427,-7567749,-8553873,-9472915,-7762303,-7762303,-6058353,-8486021,-8683658,-7827837,-7368061,-6777210,-7894146,-8617097,-7762045,-7828099,-5667691,0
1042,'2019/09/19 21:52:57:907',6,-9603478,-9669013,-9669012,-9142412,-8944776,-9010824,-9142667,-9339789,-9471375,-9866133,-8879494,-9011081,-9208972,-9472400,-9274506,-8682114,-9011077,-9339785,-9010567,-9076360,-7234922,-7761782,-8419713,-9012105,-8814211,-7829361,-7499862,-9604992,-8419449,-8221566,-3156012,-5195342,-6973035,-8091516,-8025207,-9999769,-7697249,-6707782,-6705458,-7629156,-1,-1248787,-5130577,-7236462,-7170412,-6577765,-9999510,-10789279,-6314834,-6443049,-1,-591368,-4275781,-6842474,-7039596,-8354943,-8683130,-5985625,-5985625,-5526343,-854025,-3945529,-6249824,-7763576,-7500148,-6579047,-11909306,-10920351,-6906727,-6117986,-4998213,-6578018,-7697528,-8684936,-8552837,-7763836,-7631226,-7761782,-6906735,-5989229,-7432814,-7893625,-8355207,-9473427,-7567749,-8553873,-9472915,-7762303,-7762303,-6058353,-8486021,-8683658,-7827837,-7368061,-6777210,-7894146,-8617097,-7762045,-7828099,-5667691,0
1043,'2019/09/19 21:52:57:942',6,-9603478,-9669013,-9669012,-9142412,-8944776,-9010824,-9142667,-9339789,-9471375,-9866133,-8879494,-9011081,-9208972,-9472400,-9274506,-8682114,-9011077,-9339785,-9010567,-9076360,-7234922,-7761782,-8419713,-9012105,-8814211,-7829361,-7499862,-9604992,-8419449,-8221566,-3156012,-5195342,-6973035,-8091516,-8025207,-9999769,-7697249,-6707782,-6705458,-7629156,-1,-1248787,-5130577,-7236462,-7170412,-6577765,-9999510,-10789279,-6314834,-6443049,-1,-591368,-4275781,-6842474,-7039596,-8354943,-8683130,-5985625,-5985625,-5526343,-854025,-3945529,-6249824,-7763576,-7500148,-6579047,-11909306,-10920351,-6906727,-6117986,-4998213,-6578018,-7697528,-8684936,-8552837,-7763836,-7631226,-7761782,-6906735,-5989229,-7432814,-7893625,-8355207,-9473427,-7567749,-8553873,-9472915,-7762303,-7762303,-6058353,-8486021,-8683658,-7827837,-7368061,-6777210,-7894146,-8617097,-7762045,-7828099,-5667691,0
1044,'2019/09/19 21:52:57:974',6,-9603732,-9603732,-9669265,-9142410,-8879495,-9010825,-9208203,-9405580,-9471373,-9931410,-8879749,-9011337,-9208971,-9537935,-9208969,-8682370,-9076870,-9405577,-9076100,-9076356,-7300458,-7827315,-8419711,-9012616,-8552319,-7631464,-12171443,-13157312,-8616576,-8221820,-3221547,-5195596,-6973035,-8091771,-7500397,-6316356,-6576952,-7298624,-7235172,-7301746,-1,-1314578,-5196367,-7236717,-7170666,-6446688,-9736336,-8092003,-5983264,-7234388,-1,-591368,-4341315,-6842728,-7039849,-8354942,-8683130,-5920088,-5526087,-6180383,-854281,-3945783,-6249824,-7763830,-7434609,-6513510,-11844025,-10985888,-6841447,-5066562,-5063748,-6578018,-7697526,-8684935,-8552580,-7763580,-7631224,-7696502,-6906989,-4809305,-7432812,-7893881,-8420740,-9473684,-7501956,-8553873,-9472914,-7762300,-7696765,-5139290,-8420741,-8618376,-7827836,-7302779,-6777209,-7894145,-8616840,-7696508,-7631230,-5470300,0
1045,'2019/09/19 21:52:58:009',6,-9603732,-9603732,-9669265,-9142410,-8879495,-9010825,-9208203,-9405580,-9471373,-9931410,-8879749,-9011337,-9208971,-9537935,-9208969,-8682370,-9076870,-9405577,-9076100,-9076356,-7300458,-7827315,-8419711,-9012616,-8552319,-7631464,-12171443,-13157312,-8616576,-8221820,-3221547,-5195596,-6973035,-8091771,-7500397,-6316356,-6576952,-7298624,-7235172,-7301746,-1,-1314578,-5196367,-7236717,-7170666,-6446688,-9736336,-8092003,-5983264,-7234388,-1,-591368,-4341315,-6842728,-7039849,-8354942,-8683130,-5920088,-5526087,-6180383,-854281,-3945783,-6249824,-7763830,-7434609,-6513510,-11844025,-10985888,-6841447,-5066562,-5063748,-6578018,-7697526,-8684935,-8552580,-7763580,-7631224,-7696502,-6906989,-4809305,-7432812,-7893881,-8420740,-9473684,-7501956,-8553873,-9472914,-7762300,-7696765,-5139290,-8420741,-8618376,-7827836,-7302779,-6777209,-7894145,-8616840,-7696508,-7631230,-5470300,0
1046,'2019/09/19 21:52:58:042',6,-9669268,-9603732,-9669267,-9142668,-8879750,-9010824,-9208202,-9339786,-9471371,-9865873,-8879748,-9011334,-9208971,-9472655,-9274761,-8748162,-9076869,-9405575,-9010561,-9141378,-7300456,-7827315,-8419967,-9012361,-8749187,-9077638,-13289673,-13354692,-8616574,-8156024,-3221546,-5195595,-6973034,-7566962,-6382669,-7829093,-9273972,-8222326,-7104364,-7367280,-1,-1248785,-5196367,-7105899,-6514007,-5985345,-6312750,-6443302,-6905936,-6775657,-1,-591368,-4275778,-6908265,-7105385,-8355195,-8683386,-5657415,-5589273,-7102008,-854281,-3945782,-6249823,-7763829,-7500145,-6579046,-11909303,-10986143,-6710369,-5261341,-4998211,-6512481,-7697526,-8684934,-8552836,-7829371,-7565687,-7696757,-6841707,-4612930,-7367531,-7828344,-8355459,-9473682,-7567747,-8554127,-9472915,-7762556,-7434105,-4680264,-8486019,-8618377,-7762301,-7368314,-6842743,-7894143,-8551558,-7696507,-6777205,-5995863,0
1047,'2019/09/19 21:52:58:075',6,-9669268,-9603732,-9669267,-9142668,-8879750,-9010824,-9208202,-9339786,-9471371,-9865873,-8879748,-9011334,-9208971,-9472655,-9274761,-8748162,-9076869,-9405575,-9010561,-9141378,-7300456,-7827315,-8419967,-9012361,-8749187,-9077638,-13289673,-13354692,-8616574,-8156024,-3221546,-5195595,-6973034,-7566962,-6382669,-7829093,-9273972,-8222326,-7104364,-7367280,-1,-1248785,-5196367,-7105899,-6514007,-5985345,-6312750,-6443302,-6905936,-6775657,-1,-591368,-4275778,-6908265,-7105385,-8355195,-8683386,-5657415,-5589273,-7102008,-854281,-3945782,-6249823,-7763829,-7500145,-6579046,-11909303,-10986143,-6710369,-5261341,-4998211,-6512481,-7697526,-8684934,-8552836,-7829371,-7565687,-7696757,-6841707,-4612930,-7367531,-7828344,-8355459,-9473682,-7567747,-8554127,-9472915,-7762556,-7434105,-4680264,-8486019,-8618377,-7762301,-7368314,-6842743,-7894143,-8551558,-7696507,-6777205,-5995863,0
1048,'2019/09/19 21:52:58:109',6,-9669013,-9669268,-9734549,-9142669,-8879752,-9010825,-9208203,-9339788,-9536653,-9865618,-8945029,-9011337,-9208972,-9537938,-9274507,-8747909,-9076870,-9405320,-9010305,-9075586,-7300457,-7761781,-8485505,-9077898,-8814726,-9077641,-13421003,-13419972,-8616318,-8221304,-3221548,-5261134,-6907756,-7895162,-7894133,-10328991,-10327701,-8288124,-7169903,-7367025,-1,-1314579,-5130833,-5528650,-5723705,-5917737,-7760206,-9538429,-7038314,-6709611,-1,-591368,-4341572,-6776937,-6908004,-7960178,-7432530,-5523227,-6246693,-7169884,-854281,-3946040,-6249824,-7763832,-7434611,-6579048,-11843769,-10789021,-6380619,-5982996,-4998212,-6578018,-7697528,-8750472,-8552582,-7829117,-7631226,-7696758,-6579051,-4940338,-7432814,-7828345,-8355461,-9473683,-7502212,-8619409,-9472660,-7762302,-6842998,-4943429,-8420741,-8683659,-7762557,-7368313,-6777208,-7894145,-8551560,-7696254,-6382962,-6455127,0
1049,'2019/09/19 21:52:58:142',6,-9669013,-9669268,-9734549,-9142669,-8879752,-9010825,-9208203,-9339788,-9536653,-9865618,-8945029,-9011337,-9208972,-9537938,-9274507,-8747909,-9076870,-9405320,-9010305,-9075586,-7300457,-7761781,-8485505,-9077898,-8814726,-9077641,-13421003,-13419972,-8616318,-8221304,-3221548,-5261134,-6907756,-7895162,-7894133,-10328991,-10327701,-8288124,-7169903,-7367025,-1,-1314579,-5130833,-5528650,-5723705,-5917737,-7760206,-9538429,-7038314,-6709611,-1,-591368,-4341572,-6776937,-6908004,-7960178,-7432530,-5523227,-6246693,-7169884,-854281,-3946040,-6249824,-7763832,-7434611,-6579048,-11843769,-10789021,-6380619,-5982996,-4998212,-6578018,-7697528,-8750472,-8552582,-7829117,-7631226,-7696758,-6579051,-4940338,-7432814,-7828345,-8355461,-9473683,-7502212,-8619409,-9472660,-7762302,-6842998,-4943429,-8420741,-8683659,-7762557,-7368313,-6777208,-7894145,-8551560,-7696254,-6382962,-6455127,0
